"time","latitude","longitude","haul_no","station","catch","common_name","station_bottom_depth","area","strata","tdr_depth","depth_strata","bottom_depth","year","month"
"1990-05-14T03:52:00Z","36.8467","-121.9833",3,119,5,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,91,1990,5
"1990-05-14T05:20:00Z","36.7667","-121.87",4,114,3,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,73,1990,5
"1990-05-14T07:07:00Z","36.74","-121.9817",5,116,6,"ROCKFISH, TOTAL YOY","287","Monterey Bay Inside","C","NaN",2,400,1990,5
"1990-05-14T08:28:00Z","36.7083","-121.9133",6,115,1,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,85,1990,5
"1990-05-14T11:24:00Z","36.655","-121.9467",8,112,5,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,80,1990,5
"1990-05-16T04:35:00Z","36.585","-122.165",13,110,5246,"ROCKFISH, TOTAL YOY","2304","Monterey Bay Outside","C","NaN",2,2322,1990,5
"1990-05-16T06:38:00Z","36.585","-122.035",15,109,16,"ROCKFISH, TOTAL YOY","608","Monterey Bay Outside","C","NaN",2,530,1990,5
"1990-05-16T08:51:00Z","36.6467","-122.0567",16,113,3,"ROCKFISH, TOTAL YOY","900","Monterey Bay Outside","C","NaN",2,914,1990,5
"1990-05-16T10:04:00Z","36.7033","-122.1133",17,117,0,"ROCKFISH, TOTAL YOY","1920","Monterey Bay Outside","C","NaN",2,1920,1990,5
"1990-05-17T05:06:00Z","36.985","-122.2933",23,123,22,"ROCKFISH, TOTAL YOY","82","Davenport","C","NaN",2,76,1990,5
"1990-05-17T06:44:00Z","36.9767","-122.37",24,124,4,"ROCKFISH, TOTAL YOY","128","Davenport","C","NaN",2,117,1990,5
"1990-05-17T08:46:00Z","36.9667","-122.4417",26,125,22,"ROCKFISH, TOTAL YOY","446","Davenport","C","NaN",2,457,1990,5
"1990-05-17T11:40:00Z","36.9717","-122.5883",28,126,57,"ROCKFISH, TOTAL YOY","432","Davenport","C","NaN",2,422,1990,5
"1990-05-18T05:21:00Z","37.27","-122.5617",32,131,37,"ROCKFISH, TOTAL YOY","82","Pescadero","C","NaN",2,84,1990,5
"1990-05-18T07:15:00Z","37.2683","-122.6483",33,132,7,"ROCKFISH, TOTAL YOY","95","Pescadero","C","NaN",2,95,1990,5
"1990-05-18T08:59:00Z","37.2583","-122.79",34,133,3,"ROCKFISH, TOTAL YOY","184","Pescadero","C","NaN",2,164,1990,5
"1990-05-18T11:44:00Z","37.2817","-122.9883",35,134,4,"ROCKFISH, TOTAL YOY","518","Pescadero","C","NaN",2,565,1990,5
"1990-05-19T05:36:00Z","37.7","-122.9133",38,138,4,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,54,1990,5
"1990-05-19T07:43:00Z","37.7883","-122.8717",39,139,1,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,54,1990,5
"1990-05-20T04:03:00Z","37.6567","-123.0367",45,152,1,"ROCKFISH, TOTAL YOY","108","Farallones Outside","C","NaN",2,106,1990,5
"1990-05-20T05:36:00Z","37.6617","-123.2117",46,154,7,"ROCKFISH, TOTAL YOY","1301","Farallones Outside","C","NaN",2,1243,1990,5
"1990-05-21T04:00:00Z","38.17","-123.0033",50,165,1,"ROCKFISH, TOTAL YOY","55","Point Reyes","C","NaN",1,54,1990,5
"1990-05-21T06:14:00Z","38.1667","-123.1767",52,167,1,"ROCKFISH, TOTAL YOY","91","Point Reyes","C","NaN",2,91,1990,5
"1990-05-21T08:39:00Z","38.165","-123.375",54,170,4,"ROCKFISH, TOTAL YOY","183","Point Reyes","C","NaN",2,190,1990,5
"1990-05-22T04:25:00Z","37.8917","-123.4933",57,162,7,"ROCKFISH, TOTAL YOY","1328","Farallones Outside","C","NaN",2,1463,1990,5
"1990-05-22T06:00:00Z","37.89","-123.3117",58,160,3,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,82,1990,5
"1990-05-22T08:47:00Z","37.7267","-123.1167",59,156,23,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,91,1990,5
"1990-05-23T04:43:00Z","36.5783","-122.165",64,110,1,"ROCKFISH, TOTAL YOY","2304","Monterey Bay Outside","C","NaN",2,2322,1990,5
"1990-05-23T06:44:00Z","36.5917","-122.0333",66,109,2,"ROCKFISH, TOTAL YOY","608","Monterey Bay Outside","C","NaN",2,493,1990,5
"1990-05-23T08:24:00Z","36.6533","-122.05",67,113,13,"ROCKFISH, TOTAL YOY","900","Monterey Bay Outside","C","NaN",2,914,1990,5
"1990-05-23T09:24:00Z","36.7067","-122.1117",68,117,3,"ROCKFISH, TOTAL YOY","1920","Monterey Bay Outside","C","NaN",2,2011,1990,5
"1990-05-24T04:48:00Z","36.6517","-121.9367",73,112,25,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,74,1990,5
"1990-05-24T07:15:00Z","36.71","-121.905",75,115,2,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,85,1990,5
"1990-05-24T08:24:00Z","36.74","-121.9717",76,116,1,"ROCKFISH, TOTAL YOY","287","Monterey Bay Inside","C","NaN",2,246,1990,5
"1990-05-24T09:51:00Z","36.77","-121.8683",77,114,1,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,69,1990,5
"1990-05-24T11:06:00Z","36.8417","-121.9783",78,119,0,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,91,1990,5
"1990-05-25T04:59:00Z","36.9767","-122.285",84,123,18,"ROCKFISH, TOTAL YOY","82","Davenport","C","NaN",2,82,1990,5
"1990-05-25T06:30:00Z","36.975","-122.37",85,124,26,"ROCKFISH, TOTAL YOY","128","Davenport","C","NaN",2,120,1990,5
"1990-05-25T08:12:00Z","36.9617","-122.44",87,125,0,"ROCKFISH, TOTAL YOY","446","Davenport","C","NaN",2,457,1990,5
"1990-05-25T11:08:00Z","36.9733","-122.5867",89,126,1,"ROCKFISH, TOTAL YOY","432","Davenport","C","NaN",2,405,1990,5
"1990-05-26T04:57:00Z","37.2783","-122.57",93,131,1,"ROCKFISH, TOTAL YOY","82","Pescadero","C","NaN",2,85,1990,5
"1990-05-26T06:08:00Z","37.27","-122.6533",94,132,0,"ROCKFISH, TOTAL YOY","95","Pescadero","C","NaN",2,96,1990,5
"1990-05-26T08:05:00Z","37.26","-122.8233",96,133,0,"ROCKFISH, TOTAL YOY","184","Pescadero","C","NaN",2,213,1990,5
"1990-05-26T10:30:00Z","37.2767","-122.99",98,134,8,"ROCKFISH, TOTAL YOY","518","Pescadero","C","NaN",2,535,1990,5
"1990-05-28T04:08:00Z","37.6583","-123.0367",111,152,0,"ROCKFISH, TOTAL YOY","108","Farallones Outside","C","NaN",2,100,1990,5
"1990-05-28T05:43:00Z","37.6567","-123.2",112,154,3,"ROCKFISH, TOTAL YOY","1301","Farallones Outside","C","NaN",2,1097,1990,5
"1990-05-28T07:31:00Z","37.7433","-123.1433",113,156,1,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,71,1990,5
"1990-05-28T09:24:00Z","37.88","-123.3117",114,160,4,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,89,1990,5
"1990-05-28T11:38:00Z","37.8783","-123.49",115,162,1,"ROCKFISH, TOTAL YOY","1328","Farallones Outside","C","NaN",2,1501,1990,5
"1990-05-29T04:47:00Z","38.15","-123.3483",119,170,2,"ROCKFISH, TOTAL YOY","183","Point Reyes","C","NaN",2,184,1990,5
"1990-05-29T08:12:00Z","38.1633","-123.16",122,167,0,"ROCKFISH, TOTAL YOY","91","Point Reyes","C","NaN",2,89,1990,5
"1990-05-29T11:07:00Z","38.1667","-123.005",124,165,29,"ROCKFISH, TOTAL YOY","55","Point Reyes","C","NaN",1,54,1990,5
"1990-05-30T05:50:00Z","37.705","-122.91",128,138,27,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,56,1990,5
"1990-05-30T08:00:00Z","37.7933","-122.8717",129,139,9,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,56,1990,5
"1990-06-02T04:14:00Z","36.8417","-121.97",156,119,1,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,84,1990,6
"1990-06-02T05:21:00Z","36.7667","-121.8667",157,114,0,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,82,1990,6
"1990-06-02T07:16:00Z","36.7383","-121.9817",158,116,1,"ROCKFISH, TOTAL YOY","287","Monterey Bay Inside","C","NaN",2,325,1990,6
"1990-06-02T08:23:00Z","36.7067","-121.9083",159,115,0,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,85,1990,6
"1990-06-02T10:49:00Z","36.66","-121.9533",161,112,11,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,85,1990,6
"1990-06-03T04:44:00Z","36.565","-122.1667",166,110,0,"ROCKFISH, TOTAL YOY","2304","Monterey Bay Outside","C","NaN",2,2322,1990,6
"1990-06-03T06:47:00Z","36.5767","-122.0283",168,109,0,"ROCKFISH, TOTAL YOY","608","Monterey Bay Outside","C","NaN",2,438,1990,6
"1990-06-03T08:55:00Z","36.6433","-122.055",169,113,1,"ROCKFISH, TOTAL YOY","900","Monterey Bay Outside","C","NaN",2,914,1990,6
"1990-06-03T10:00:00Z","36.695","-122.11",170,117,0,"ROCKFISH, TOTAL YOY","1920","Monterey Bay Outside","C","NaN",2,1920,1990,6
"1990-06-04T05:21:00Z","36.975","-122.2867",175,123,0,"ROCKFISH, TOTAL YOY","82","Davenport","C","NaN",2,80,1990,6
"1990-06-04T07:44:00Z","36.9767","-122.37",176,124,2,"ROCKFISH, TOTAL YOY","128","Davenport","C","NaN",2,117,1990,6
"1990-06-04T08:43:00Z","36.975","-122.425",177,125,0,"ROCKFISH, TOTAL YOY","446","Davenport","C","NaN",2,330,1990,6
"1990-06-04T10:35:00Z","36.9717","-122.5867",178,126,2,"ROCKFISH, TOTAL YOY","432","Davenport","C","NaN",2,400,1990,6
"1990-06-06T07:15:00Z","37.79","-122.87",188,139,0,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,54,1990,6
"1990-06-06T08:24:00Z","37.6967","-122.9083",189,138,2,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,56,1990,6
"1990-06-07T04:45:00Z","37.27","-122.5633",192,131,0,"ROCKFISH, TOTAL YOY","82","Pescadero","C","NaN",2,84,1990,6
"1990-06-07T05:54:00Z","37.2683","-122.6483",193,132,0,"ROCKFISH, TOTAL YOY","95","Pescadero","C","NaN",2,95,1990,6
"1990-06-07T07:53:00Z","37.28","-122.8133",194,133,0,"ROCKFISH, TOTAL YOY","184","Pescadero","C","NaN",2,170,1990,6
"1990-06-07T09:25:00Z","37.2783","-122.9883",195,134,1,"ROCKFISH, TOTAL YOY","518","Pescadero","C","NaN",2,528,1990,6
"1990-06-10T04:25:00Z","37.65","-123.0433",202,152,2,"ROCKFISH, TOTAL YOY","108","Farallones Outside","C","NaN",2,113,1990,6
"1990-06-10T05:50:00Z","37.655","-123.2",203,154,0,"ROCKFISH, TOTAL YOY","1301","Farallones Outside","C","NaN",2,1243,1990,6
"1990-06-10T07:36:00Z","37.745","-123.1267",204,156,1,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,64,1990,6
"1990-06-10T09:54:00Z","37.8767","-123.3117",205,160,1,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,80,1990,6
"1990-06-10T11:45:00Z","37.88","-123.5",206,162,4,"ROCKFISH, TOTAL YOY","1328","Farallones Outside","C","NaN",2,1463,1990,6
"1990-06-11T04:22:00Z","38.17","-123.0033",209,165,0,"ROCKFISH, TOTAL YOY","55","Point Reyes","C","NaN",1,51,1990,6
"1990-06-11T06:38:00Z","38.1633","-123.1667",211,167,0,"ROCKFISH, TOTAL YOY","91","Point Reyes","C","NaN",2,91,1990,6
"1991-05-15T04:10:00Z","36.8417","-121.99",2,119,3,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,85,1991,5
"1991-05-15T05:42:00Z","36.7683","-121.875",3,114,10,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,73,1991,5
"1991-05-15T07:38:00Z","36.74","-121.9783",4,116,3,"ROCKFISH, TOTAL YOY","287","Monterey Bay Inside","C","NaN",2,338,1991,5
"1991-05-15T08:55:00Z","36.7067","-121.9083",5,115,4,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,85,1991,5
"1991-05-15T11:30:00Z","36.655","-121.9467",7,112,5,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,80,1991,5
"1991-05-16T04:46:00Z","36.5633","-122.165",11,110,0,"ROCKFISH, TOTAL YOY","2304","Monterey Bay Outside","C","NaN",2,2194,1991,5
"1991-05-16T06:50:00Z","36.575","-122.0283",13,109,4,"ROCKFISH, TOTAL YOY","608","Monterey Bay Outside","C","NaN",2,530,1991,5
"1991-05-16T08:56:00Z","36.6417","-122.0417",14,113,3,"ROCKFISH, TOTAL YOY","900","Monterey Bay Outside","C","NaN",2,914,1991,5
"1991-05-16T10:09:00Z","36.6967","-122.1",15,117,3,"ROCKFISH, TOTAL YOY","1920","Monterey Bay Outside","C","NaN",2,1920,1991,5
"1991-05-17T05:40:00Z","36.9767","-122.2883",19,123,0,"ROCKFISH, TOTAL YOY","82","Davenport","C","NaN",2,82,1991,5
"1991-05-17T07:23:00Z","36.9767","-122.37",20,124,0,"ROCKFISH, TOTAL YOY","128","Davenport","C","NaN",2,118,1991,5
"1991-05-17T09:13:00Z","36.9733","-122.42",22,125,0,"ROCKFISH, TOTAL YOY","446","Davenport","C","NaN",2,347,1991,5
"1991-05-17T11:32:00Z","36.9833","-122.59",23,126,28,"ROCKFISH, TOTAL YOY","432","Davenport","C","NaN",2,405,1991,5
"1991-05-19T05:53:00Z","37.7","-122.91",26,138,4,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,54,1991,5
"1991-05-19T07:33:00Z","37.79","-122.865",27,139,1,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,54,1991,5
"1991-05-20T05:01:00Z","37.2733","-122.565",32,131,2,"ROCKFISH, TOTAL YOY","82","Pescadero","C","NaN",2,87,1991,5
"1991-05-20T06:34:00Z","37.2733","-122.655",33,132,0,"ROCKFISH, TOTAL YOY","95","Pescadero","C","NaN",2,95,1991,5
"1991-05-20T08:35:00Z","37.27","-122.8183",35,133,16,"ROCKFISH, TOTAL YOY","184","Pescadero","C","NaN",2,146,1991,5
"1991-05-20T11:18:00Z","37.2783","-122.9867",37,134,28,"ROCKFISH, TOTAL YOY","518","Pescadero","C","NaN",2,585,1991,5
"1991-05-21T03:58:00Z","37.655","-123.055",39,152,12,"ROCKFISH, TOTAL YOY","108","Farallones Outside","C","NaN",2,106,1991,5
"1991-05-21T05:21:00Z","37.655","-123.2067",40,154,28,"ROCKFISH, TOTAL YOY","1301","Farallones Outside","C","NaN",2,1243,1991,5
"1991-05-21T07:18:00Z","37.7383","-123.1317",41,156,7,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,71,1991,5
"1991-05-21T09:30:00Z","37.8783","-123.3117",42,160,1,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,91,1991,5
"1991-05-21T11:29:00Z","37.8833","-123.5",43,162,1,"ROCKFISH, TOTAL YOY","1328","Farallones Outside","C","NaN",2,1225,1991,5
"1991-05-22T04:00:00Z","38.1633","-123.0",45,165,0,"ROCKFISH, TOTAL YOY","55","Point Reyes","C","NaN",1,54,1991,5
"1991-05-22T06:50:00Z","38.1583","-123.16",47,167,0,"ROCKFISH, TOTAL YOY","91","Point Reyes","C","NaN",2,91,1991,5
"1991-05-22T09:51:00Z","38.155","-123.3617",49,170,11,"ROCKFISH, TOTAL YOY","183","Point Reyes","C","NaN",2,182,1991,5
"1991-05-23T04:00:00Z","36.9833","-122.59",50,126,0,"ROCKFISH, TOTAL YOY","432","Davenport","C","NaN",2,380,1991,5
"1991-05-25T04:10:00Z","36.8467","-121.9833",61,119,17,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,89,1991,5
"1991-05-25T05:31:00Z","36.765","-121.8667",62,114,9,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,73,1991,5
"1991-05-25T07:02:00Z","36.7333","-121.9717",63,116,7,"ROCKFISH, TOTAL YOY","287","Monterey Bay Inside","C","NaN",2,135,1991,5
"1991-05-25T07:59:00Z","36.71","-121.9133",64,115,12,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,87,1991,5
"1991-05-25T10:25:00Z","36.6567","-121.955",66,112,74,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,84,1991,5
"1991-05-26T06:55:00Z","36.65","-121.9417",68,112,40,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,78,1991,5
"1991-05-26T07:39:00Z","36.6517","-121.9383",69,112,58,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,74,1991,5
"1991-05-26T11:00:00Z","36.7083","-121.9067",73,115,19,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,91,1991,5
"1991-05-26T11:45:00Z","36.7033","-121.89",74,115,16,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,91,1991,5
"1991-05-27T04:12:00Z","36.845","-121.9833",76,119,12,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,91,1991,5
"1991-05-27T05:13:00Z","36.775","-121.8783",77,114,5,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,73,1991,5
"1991-05-27T06:53:00Z","36.7367","-121.9733",78,116,2,"ROCKFISH, TOTAL YOY","287","Monterey Bay Inside","C","NaN",2,237,1991,5
"1991-05-27T07:44:00Z","36.705","-121.9",79,115,16,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,85,1991,5
"1991-05-27T10:04:00Z","36.65","-121.9417",81,112,10,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,74,1991,5
"1991-05-28T05:56:00Z","37.7033","-122.9133",85,138,13,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,54,1991,5
"1991-05-28T07:45:00Z","37.7883","-122.8617",86,139,7,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,56,1991,5
"1991-05-29T05:03:00Z","37.2717","-122.5633",91,131,8,"ROCKFISH, TOTAL YOY","82","Pescadero","C","NaN",2,82,1991,5
"1991-05-29T06:43:00Z","37.2667","-122.65",92,132,7,"ROCKFISH, TOTAL YOY","95","Pescadero","C","NaN",2,96,1991,5
"1991-05-29T08:59:00Z","37.27","-122.815",93,133,10,"ROCKFISH, TOTAL YOY","184","Pescadero","C","NaN",2,164,1991,5
"1991-05-30T05:10:00Z","36.9833","-122.2967",96,123,8,"ROCKFISH, TOTAL YOY","82","Davenport","C","NaN",2,87,1991,5
"1991-05-30T06:35:00Z","36.9867","-122.38",97,124,11,"ROCKFISH, TOTAL YOY","128","Davenport","C","NaN",2,121,1991,5
"1991-05-30T07:52:00Z","36.9867","-122.44",99,125,7,"ROCKFISH, TOTAL YOY","446","Davenport","C","NaN",2,173,1991,5
"1991-05-30T10:13:00Z","36.98","-122.5867",101,126,7,"ROCKFISH, TOTAL YOY","432","Davenport","C","NaN",2,384,1991,5
"1991-05-31T04:12:00Z","36.8383","-121.9833",102,119,4,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,91,1991,5
"1991-05-31T05:12:00Z","36.7733","-121.8783",103,114,12,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,73,1991,5
"1991-05-31T06:54:00Z","36.7317","-121.9633",104,116,10,"ROCKFISH, TOTAL YOY","287","Monterey Bay Inside","C","NaN",2,283,1991,5
"1991-05-31T07:45:00Z","36.7067","-121.905",105,115,16,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,89,1991,5
"1991-05-31T10:10:00Z","36.6533","-121.9417",107,112,40,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,74,1991,5
"1991-06-01T04:36:00Z","36.5867","-122.18",110,110,38,"ROCKFISH, TOTAL YOY","2304","Monterey Bay Outside","C","NaN",2,2322,1991,6
"1991-06-01T05:52:00Z","36.58","-122.03",111,109,24,"ROCKFISH, TOTAL YOY","608","Monterey Bay Outside","C","NaN",2,530,1991,6
"1991-06-01T07:40:00Z","36.6467","-122.05",112,113,2,"ROCKFISH, TOTAL YOY","900","Monterey Bay Outside","C","NaN",2,914,1991,6
"1991-06-01T08:56:00Z","36.6983","-122.1",113,117,16,"ROCKFISH, TOTAL YOY","1920","Monterey Bay Outside","C","NaN",2,1920,1991,6
"1991-06-02T04:17:00Z","37.6617","-123.0417",118,152,19,"ROCKFISH, TOTAL YOY","108","Farallones Outside","C","NaN",2,118,1991,6
"1991-06-02T05:52:00Z","37.6533","-123.2033",119,154,70,"ROCKFISH, TOTAL YOY","1301","Farallones Outside","C","NaN",2,1243,1991,6
"1991-06-02T07:37:00Z","37.7467","-123.1433",120,156,11,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,74,1991,6
"1991-06-02T09:24:00Z","37.885","-123.3117",121,160,6,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,85,1991,6
"1991-06-02T11:21:00Z","37.8833","-123.505",122,162,9,"ROCKFISH, TOTAL YOY","1328","Farallones Outside","C","NaN",2,1188,1991,6
"1991-06-03T04:17:00Z","38.1683","-123.0167",124,165,4,"ROCKFISH, TOTAL YOY","55","Point Reyes","C","NaN",1,54,1991,6
"1991-06-03T06:26:00Z","38.165","-123.175",126,167,1,"ROCKFISH, TOTAL YOY","91","Point Reyes","C","NaN",2,91,1991,6
"1991-06-03T08:58:00Z","38.16","-123.3567",128,170,0,"ROCKFISH, TOTAL YOY","183","Point Reyes","C","NaN",2,164,1991,6
"1991-06-04T05:15:00Z","36.6967","-122.105",133,117,93,"ROCKFISH, TOTAL YOY","1920","Monterey Bay Outside","C","NaN",2,1920,1991,6
"1991-06-04T06:41:00Z","36.6367","-122.0417",134,113,11,"ROCKFISH, TOTAL YOY","900","Monterey Bay Outside","C","NaN",2,914,1991,6
"1991-06-04T07:38:00Z","36.58","-122.0283",135,109,4,"ROCKFISH, TOTAL YOY","608","Monterey Bay Outside","C","NaN",2,451,1991,6
"1991-06-04T10:02:00Z","36.5783","-122.17",137,110,1,"ROCKFISH, TOTAL YOY","2304","Monterey Bay Outside","C","NaN",2,2322,1991,6
"1991-06-05T05:06:00Z","36.9833","-122.2933",141,123,19,"ROCKFISH, TOTAL YOY","82","Davenport","C","NaN",2,82,1991,6
"1991-06-05T06:29:00Z","36.9833","-122.3783",142,124,5,"ROCKFISH, TOTAL YOY","128","Davenport","C","NaN",2,128,1991,6
"1991-06-05T07:46:00Z","36.9817","-122.4433",144,125,5,"ROCKFISH, TOTAL YOY","446","Davenport","C","NaN",2,457,1991,6
"1991-06-05T09:57:00Z","36.98","-122.585",146,126,44,"ROCKFISH, TOTAL YOY","432","Davenport","C","NaN",2,385,1991,6
"1991-06-06T04:16:00Z","36.6567","-121.9483",148,112,311,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,73,1991,6
"1991-06-06T07:14:00Z","36.715","-121.9217",151,115,23,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,87,1991,6
"1991-06-06T08:06:00Z","36.7383","-121.97",152,116,17,"ROCKFISH, TOTAL YOY","287","Monterey Bay Inside","C","NaN",2,276,1991,6
"1991-06-06T09:44:00Z","36.7733","-121.8783",153,114,9,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,104,1991,6
"1991-06-06T11:00:00Z","36.845","-121.9767",154,119,5,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,91,1991,6
"1991-06-07T05:48:00Z","37.2783","-122.5667",157,131,1016,"ROCKFISH, TOTAL YOY","82","Pescadero","C","NaN",2,82,1991,6
"1991-06-07T09:01:00Z","37.2583","-122.8083",159,133,12,"ROCKFISH, TOTAL YOY","184","Pescadero","C","NaN",2,184,1991,6
"1991-06-07T11:08:00Z","37.2717","-122.98",161,134,120,"ROCKFISH, TOTAL YOY","518","Pescadero","C","NaN",2,548,1991,6
"1991-06-08T04:19:00Z","37.655","-123.0417",163,152,9,"ROCKFISH, TOTAL YOY","108","Farallones Outside","C","NaN",2,118,1991,6
"1991-06-08T05:50:00Z","37.655","-123.205",164,154,44,"ROCKFISH, TOTAL YOY","1301","Farallones Outside","C","NaN",2,1243,1991,6
"1991-06-08T07:35:00Z","37.7383","-123.1333",165,156,13,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,69,1991,6
"1991-06-08T10:11:00Z","37.8617","-123.295",166,160,232,"ROCKFISH, TOTAL YOY","91","Farallones Outside","C","NaN",2,NA,1991,6
"1991-06-09T06:16:00Z","37.7033","-122.9167",170,138,88,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,54,1991,6
"1991-06-09T07:54:00Z","37.7867","-122.8667",171,139,73,"ROCKFISH, TOTAL YOY","55","Gulf of the Farallones","C","NaN",1,54,1991,6
"1991-06-10T04:17:00Z","38.17","-123.0183",175,165,27,"ROCKFISH, TOTAL YOY","55","Point Reyes","C","NaN",1,54,1991,6
"1991-06-10T06:53:00Z","38.1617","-123.1583",177,167,8,"ROCKFISH, TOTAL YOY","91","Point Reyes","C","NaN",2,91,1991,6
"1991-06-10T10:28:00Z","38.16","-123.3617",180,170,27,"ROCKFISH, TOTAL YOY","183","Point Reyes","C","NaN",2,164,1991,6
"1992-05-12T04:31:00Z","36.835","-121.9767",3,119,0,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,91,1992,5
"1992-05-12T05:43:00Z","36.77","-121.875",4,114,1,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,73,1992,5
"1992-05-12T07:39:00Z","36.7417","-121.9767",5,116,0,"ROCKFISH, TOTAL YOY","287","Monterey Bay Inside","C","NaN",2,237,1992,5
"1992-05-12T08:49:00Z","36.7117","-121.915",6,115,0,"ROCKFISH, TOTAL YOY","91","Monterey Bay Inside","C","NaN",2,91,1992,5
"1992-05-12T11:11:00Z","36.6533","-121.9483",8,112,0,"ROCKFISH, TOTAL YOY","73","Monterey Bay Inside","C","NaN",2,72,1992,5
"1992-05-13T05:05:00Z","36.5733","-122.1783",11,110,0,"ROCKFISH, TOTAL YOY","2304","Monterey Bay Outside","C","NaN",2,2322,1992,5
"1992-05-13T07:01:00Z","36.5817","-122.035",13,109,2,"ROCKFISH, TOTAL YOY","608","Monterey Bay Outside","C","NaN",2,530,1992,5
"1992-05-13T08:52:00Z","36.6483","-122.0533",14,113,6,"ROCKFISH, TOTAL YOY","900","Monterey Bay Outside","C","NaN",2,914,1992,5
"1992-05-13T09:47:00Z","36.7017","-122.11",15,117,14,"ROCKFISH, TOTAL YOY","1920","Monterey Bay Outside","C","NaN",2,1920,1992,5
